# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: GLOBAL_ANALYSISFORECAST_PHY_001_024
# Dataset: cmems_mod_glo_phy-so_anfc_0.083deg_P1D-m
# Variable: Sea water salinity (so) 1e-3
# Geometry: POINT (-81.225109 -1.109243)
# Values from graph: v(h): value vs. elevation
# Date: 23/06/2025 00:00

depth,so
0.49402499198913574,34.0244140625
1.5413750410079956,34.024105072021484
2.6456689834594727,34.02352523803711
3.8194949626922607,34.02260208129883
5.078224182128906,34.022003173828125
6.440614223480225,34.022239685058594
7.92956018447876,34.0250358581543
9.572997093200684,34.038597106933594
11.404999732971191,34.079593658447266
13.467140197753906,34.17253112792969
15.810070037841797,34.3150520324707
18.495559692382812,34.500083923339844
21.598819732666016,34.72184753417969
25.211410522460938,34.89255142211914
29.444730758666992,35.012813568115234
34.43415069580078,35.13420867919922
40.344051361083984,35.22875213623047
47.37369155883789,35.236263275146484
55.76428985595703,35.223777770996094
65.80726623535156,35.221282958984375
